ResponseID,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,workerId,site,hitId,assignmentId,condition,trait,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,multitab_faq,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,ease_1,ease_2,ease_3,ease_4,ease_5,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,suc_1,suc_2,suc_3,suc_4,suc_5,suc_6,suc_7,suc_8,suc_9,suc_10,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,trait-trait 1,trait-trait 2,trait-trait 3,careful_response,honest_response,debrief_concerns,debriefing,prevention,promotion,engage,ease,fit_success,fit_partner,ods,activity_distraction,pos_af,neg_af,duplicate,attn_check_1,attn_check,manip_check,exclusion
R_regsFeyFqgkNEcx,e6da1676,0,2019-01-23T23:01:43Z,2019-01-23T23:18:06Z,1,20113446,a854ffdf,"OkCupid, Tinder",30IRMPJWDZKPTR5VI1M2R4DTCCERKE,3I7DHKZYGN1SU2DDALN3WABGRLS5FZ,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,2,7,4,1,7,5,5,7,okc,1,22,5,2,10,5,7,2,5,7,1,7,1,5,8,8,8,8,8,8,7,5,7,6,7,7,4,15,17,11,16,16,16,11,17,16,11,4,1,2,1,3,1,1,1,3,2,1,5,1,2,1,3,4,1,1,1,24,nonbinary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Lazy,Too invested in Astrology,Doesn't drink,1,1,This was one of my favorite surveys to complete in the last few weeks and was a nice breath of fresh air as far as paid activities go. Thank you very much and please invite me to future surveys!,1,1.4285714285714286,4.75,4.666666666666667,7,5,6.5,6.4,0,2.9,1,nonduplicated,0,pass,pass,eligible
R_8fh4mlBbMMP1cat,510d4d8e,0,2019-01-23T22:44:19Z,2019-01-23T23:32:31Z,1,59331320,8375a39e,Plenty of Fish,3ATYLI1PRT3RLU7X8O5MWU8BM0UJOY,3YWRV122CS0002T538P5UUMA3Y6U8N,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,1,5,6,7,6,6,7,6,7,6,5,6,5,4,5,7,pof,NA,6,3,2,10,5,2,2,4,7,6,6,6,4,8,5,8,7,8,8,5,6,5,3,5,6,5,16,15,16,15,14,16,17,15,14,14,5,2,3,1,3,2,3,1,4,3,5,5,5,5,5,4,5,2,4,4,19,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,compliant,desirable_compile,1,caring,available,pretty,1,1,NA,1,6.142857142857143,5.625,3,3.6666666666666665,4.333333333333333,5,4.2,2,4.1,3,nonduplicated,1,fail,fail,ineligible
R_3EAT2sPb0CpI1jo,d8d596f0,0,2019-01-23T23:07:50Z,2019-01-23T23:34:25Z,1,71441900,ea332e97,"Plenty of Fish, Tinder",3ATYLI1PRT3RLU7X8O5MWU8BM0UJOY,3VNL7UK1XFKUF4O3BH51ZQHU7OETFE,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,7,4,5,7,7,7,7,7,6,7,7,pof,NA,20,4,2,10,7,7,7,7,7,1,7,1,3,8,8,9,9,9,10,7,7,7,7,7,7,7,15,17,11,17,17,17,11,17,16,11,5,1,4,1,4,1,1,1,4,5,1,4,1,3,1,4,5,1,1,1,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,Not for hookups,Eye Color,If they have kids,1,1,NA,1,5.428571428571429,6.875,7,7,5.833333333333333,7,6.7,0,3.9,1,nonduplicated,0,pass,pass,eligible
R_12RxndpAdpOEl5R,31f9f1db,0,2019-01-23T23:08:01Z,2019-01-23T23:34:51Z,1,52794923,214329ec,OkCupid,33KGGVH24UI7KM5LJQMCB73I4NZX1D,3LEP4MGT3G1XLYGQKPJQBW8NP4ZBDW,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,2,3,6,5,5,5,2,7,6,5,4,6,6,6,okc,1,16,10,2,10,6,7,6,5,7,2,6,1,5,10,8,9,10,8,9,6,5,5,7,6,6,7,16,15,11,13,16,16,14,17,17,11,5,1,4,1,3,1,1,1,5,3,1,4,1,4,2,4,5,1,4,1,35,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,Cocky,Perfectionist,Queer,1,1,not at all.,1,4.571428571428571,5.25,6.333333333333333,6.666666666666667,6,5.833333333333333,5.8,0,4.1,1.1,nonduplicated,0,pass,fail,eligible
R_2dN4Ws5myRk3Gqu,912a99ea,0,2019-01-23T23:27:51Z,2019-01-23T23:48:53Z,1,52048957,65ee3c52,"Coffee Meets Bagel, Plenty of Fish, Tinder",3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3WI0P0II61TK15XFGM5GBBDR7Q2RDP,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,5,6,1,6,6,6,5,6,6,6,5,pof,NA,120,8,2,10,7,6,5,7,7,1,7,1,1,8,8,9,8,8,8,7,7,7,6,6,6,7,14,15,11,14,15,14,11,15,15,11,5,1,4,1,1,1,1,1,4,3,1,4,1,3,1,4,5,1,5,1,48,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,insecurity,selfishness,attention-seeking,1,1,"Thank you for the opportunity to fill out the survey, I enjoyed it. /",1,2.857142857142857,5.75,6,7,5.166666666666667,6.5,5.3,0,3.8,1,nonduplicated,0,pass,pass,eligible
R_oY6VsjFfNDjJBtv,9f334609,0,2019-01-23T23:35:16Z,2019-01-23T23:55:35Z,1,2452979,8a8d38d5,"eHarmony, Plenty of Fish, Pure, Tinder",3MD8CKRQZZOUI7ZD0GMQQPDGXNERJF,3MYYFCXHJ38GCJ5870AB935ES4Y4GT,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,7,5,5,7,5,6,6,7,6,5,5,6,6,6,pof,NA,32,6,2,10,6,6,6,6,6,3,6,2,7,9,8,9,9,9,8,7,6,7,6,7,7,7,16,16,13,16,16,15,12,16,16,12,5,2,5,1,5,1,1,1,5,5,1,1,1,5,1,5,5,1,5,1,25,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,smart vocabulary,attractive,good personality,1,1,NA,1,5.714285714285714,5.875,6,5.666666666666667,5.666666666666667,6.666666666666667,5.8,0,4.6,1.1,nonduplicated,0,pass,fail,eligible
R_31BDF8whroLHkWf,4af6277c,0,2019-01-23T23:06:48Z,2019-01-23T23:58:16Z,1,72765032,51ad91be,"Bumble, OkCupid, eHarmony, Plenty of Fish, Tinder, Zoosk",30IRMPJWDZKPTR5VI1M2R4DTCCERKE,3FUI0JHJPXZU0BAGC7Y8G4OZAZX33Z,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,7,7,4,6,2,7,6,7,7,5,4,5,4,7,pof,NA,6,3,2,10,7,7,7,6,7,1,7,1,1,9,7,9,7,8,7,7,7,7,4,7,7,1,12,12,17,11,12,13,16,13,11,17,3,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,22,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,compliant,undesirable_compile,3,Non-Smoker,Religious,Looking for a relationship,1,1,NA,1,5.571428571428571,5.625,7,7,4.833333333333333,6.5,1.8,1,1.8,1.2,nonduplicated,0,pass,pass,eligible
R_12clrScTU2V88li,d6b4ebfe,0,2019-01-23T23:33:11Z,2019-01-24T00:00:21Z,1,27383672,8c71a184,eHarmony,3ATYLI1PRT3RLU7X8O5MWU8BM0UJOY,3FTF2T8WLRJD6B1K30AKCE2I8K2W9G,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,4,2,4,4,5,4,5,4,3,7,5,4,6,5,eharm,NA,8,3,2,10,7,4,4,4,7,1,7,1,7,8,8,9,8,8,7,6,4,4,4,5,5,5,14,17,11,14,14,14,13,14,15,13,4,1,3,1,3,1,1,1,2,3,1,4,1,2,1,3,4,1,3,1,36,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Short,Muscular,Distance,1,1,No comments,1,4,4.875,5,7,5,4.666666666666667,4.9,0,3.1,1,nonduplicated,0,pass,pass,eligible
R_2fprPxJY5rTnbwq,0e65a2dc,0,2019-01-23T23:43:23Z,2019-01-24T00:10:47Z,1,21358993,722a97c0,"Bumble, Coffee Meets Bagel, OkCupid, Tinder",32ZCLEW0BZL96UJYNOI1LUD1W5QJPF,34MAJL3QP4OFI7TKCL3RQ9G5OZS43K,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,1,2,6,5,2,7,7,7,6,7,7,6,7,7,okc,NA,25,4,2,10,7,7,7,5,7,1,7,1,7,10,10,10,10,10,10,7,7,7,7,7,7,7,17,15,11,17,17,17,11,15,17,11,5,1,5,1,5,1,1,1,5,5,1,5,1,4,3,5,5,1,5,1,33,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Smiles,Down to earth language,Nicely written profiles,1,1,I think this was an interesting survey. It could be improved by asking for profile links as verification.,1,3.7142857142857144,6.75,7,7,7,7,6.6,0,4.9,1.2,nonduplicated,0,pass,pass,eligible
R_2YRocUZEZ07FzHn,c2235140,0,2019-01-23T23:28:09Z,2019-01-24T00:12:32Z,1,51350718,eef25384,"Bumble, OkCupid",30IRMPJWDZKPTR5VI1M2R4DTCCERKE,308XBLVESI5RM8ZV2QEAGLPR45QRBI,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,7,1,1,7,7,7,7,7,7,7,7,okc,NA,8,0,2,10,1,1,1,1,1,7,1,7,7,4,4,10,4,4,4,1,1,1,1,1,1,1,11,11,17,11,11,11,17,11,11,17,1,2,1,1,5,1,1,1,2,5,2,3,1,3,1,5,3,1,3,1,52,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Enjoys live music,Likes intellectual conversations,Is a happy person,1,1,I’ve never had any luck with online dating. I really need to see a persons body language. How they react when a stranger reaches in front of them at the grocery store. How they react when a stranger does something they don’t like.  If they smile and laugh a lot. I can’t tell these things with online dating.,1,2.7142857142857144,7,1,1,2,1,1,0,3.1,1.2,nonduplicated,0,pass,pass,eligible
R_2TKIjucBQzZtsGQ,b61306e4,0,2019-01-24T00:02:24Z,2019-01-24T00:20:54Z,1,1799837,09d60965,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",32ZCLEW0BZL96UJYNOI1LUD1W5QJPF,3YMTUJH0DSHKHORER09I8MK3IY84T4,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,2,2,2,2,2,2,4,3,2,2,pof,NA,59,20,2,10,3,3,4,2,4,3,4,3,2,5,5,6,5,5,5,3,4,4,4,3,4,2,14,14,12,14,12,13,13,12,12,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,28,male,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,compliant,desirable_eliminate,2,looks,color,smile,3,8,NA,1,2.5714285714285716,2.375,3.3333333333333335,4.666666666666667,2.1666666666666665,3.6666666666666665,3.6,1,2.2,2.2,nonduplicated,0,pass,fail,eligible
R_2ZNZb8C6NyDlESh,9bebda3a,0,2019-01-24T00:29:03Z,2019-01-24T00:53:36Z,1,76701383,bc94dd63,"Badoo, Chemistry, OkCupid, eHarmony, Match.com/ca, Plenty of Fish, Tinder",3GONHBMNHVZTL6RPDUTVSK7WAYSZMK,34YB12FSQYPWG9UED4A7VXMEEVNMGA,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,7,6,6,7,7,6,7,7,7,7,7,6,7,eharm,NA,70,10,2,10,6,6,6,7,6,7,7,1,5,10,10,10,10,10,10,7,7,7,7,7,7,6,17,17,11,16,17,17,11,17,17,11,4,1,4,1,5,4,1,1,5,4,2,5,1,5,1,5,5,1,5,1,31,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,kindness,communication,understanding,1,1,This was a fun survey,1,5,6.75,6,4.666666666666667,7,7,6.9,0,4.7,1.4,nonduplicated,0,pass,fail,eligible
R_2fv8npZrucBGpkZ,0c90b5d3,0,2019-01-24T02:36:27Z,2019-01-24T03:04:09Z,1,21613877,4f17c128,OkCupid,3MD8CKRQZZOUI7ZD0GMQQPDGXNERJF,3SB5N7Y3O35ZDVN7OZN9X0F1BSS0GJ,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,3,3,6,7,7,5,6,7,7,6,okc,NA,5,3,2,10,7,7,7,7,7,1,7,1,1,10,10,10,10,10,10,7,7,7,7,7,7,7,16,16,11,15,17,16,12,17,15,11,5,1,5,1,4,1,2,1,4,4,1,1,1,4,1,5,5,1,4,3,23,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,Funny,Like personalities,Like same things,1,1,Thanks for having me.,1,3.5714285714285716,6.375,7,7,7,7,6.2,0,4.1,1.3,nonduplicated,0,pass,fail,eligible
R_2c2AlSowVnNJDzl,e9243b22,0,2019-01-24T02:51:34Z,2019-01-24T03:10:30Z,1,44899459,ebb1fc58,Plenty of Fish,3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3MX2NQ3YC9V9UO4YAFTP2HBNVQYX5S,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,3,5,4,4,3,3,5,2,3,3,5,pof,NA,5,0,2,10,1,1,3,5,7,3,4,1,1,5,5,5,5,5,5,1,1,2,2,2,1,1,11,11,17,11,11,13,17,11,11,16,1,1,2,5,1,1,1,5,1,1,5,4,1,1,1,1,1,1,1,1,47,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,narcissism,racism,sexual immorality,1,1,n/a,1,3.4285714285714284,3.5,1.6666666666666667,6.333333333333333,2,1.5,1.3,0,1.4,2.2,nonduplicated,0,pass,pass,eligible
R_2OZlGhCNA8ulOKI,8a01f292,0,2019-01-24T02:48:16Z,2019-01-24T03:11:47Z,1,1621782,3e4e6d70,"Chemistry, OkCupid, Plenty of Fish, Tinder, Zoosk",33KGGVH24UI7KM5LJQMCB73I4NZX1D,3TE22NPXPBD003COCZ8A0E8B2Z044H,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,2,3,4,6,5,5,6,5,5,6,okc,NA,20,5,2,10,6,5,5,5,6,2,6,2,2,9,9,9,10,9,9,5,6,6,6,6,6,5,16,15,12,16,16,16,11,15,16,12,3,1,3,1,2,1,1,1,4,3,1,3,2,4,1,4,4,1,4,1,47,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,Lack of education,Religious,Little or no information/boring profile,1,1,None I can think of.,1,3.2857142857142856,5.25,5.333333333333333,6,6.166666666666667,5.833333333333333,5.9,0,3.4,1.1,nonduplicated,0,pass,pass,eligible
R_2fk5CKGfMS9aWy6,91f813a3,0,2019-01-24T02:59:20Z,2019-01-24T03:23:00Z,1,99923227,febfe6f2,Plenty of Fish,3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3ZR9AIQJUBAJ1FUNTYL8OBIYLNK401,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,5,6,6,6,4,6,6,6,6,5,5,7,7,5,pof,NA,10,4,2,10,6,7,6,7,7,1,7,1,3,7,7,8,7,8,8,7,7,7,6,7,7,7,15,14,14,14,16,13,14,16,14,12,4,3,4,1,3,1,1,1,3,3,2,4,1,1,1,4,4,1,4,1,53,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,compliant,desirable_compile,1,outgoing,honest,fun,1,1,none,1,5,5.875,6.333333333333333,7,4.5,6.833333333333333,4.6,0,3.4,1.3,nonduplicated,0,pass,pass,eligible
R_RQqBhMZkz6fOrrb,aec3db69,0,2019-01-24T03:12:31Z,2019-01-24T03:31:25Z,1,91622918,5c2fd0c3,"Bumble, Chemistry, OkCupid, eHarmony, Match.com/ca, Plenty of Fish, Tinder",3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3QIYRE09Y3I5UCPB7M441P78HWLN1I,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,6,3,2,7,5,6,5,7,5,6,6,pof,NA,35,7,2,10,7,6,6,7,7,1,7,1,2,9,8,9,9,9,9,7,6,7,6,6,6,6,16,16,12,15,16,15,12,16,15,13,5,1,4,1,4,1,1,1,4,4,1,4,1,4,1,5,4,1,4,1,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,happy,positive,smart,1,1,NA,1,2.5714285714285716,5.875,6.333333333333333,7,5.833333333333333,6.333333333333333,5.6,0,4.2,1,nonduplicated,0,pass,pass,eligible
R_1eQbKTXLsoAo1gK,d49806f9,0,2019-01-24T03:38:21Z,2019-01-24T04:19:29Z,1,4504830,1ac5414c,OkCupid,30IRMPJWDZKPTR5VI1M2R4DTCCERKE,3Q5C1WP23M214NJ53M8I787MQCN51E,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,5,6,3,4,5,6,5,4,3,3,2,3,4,4,okc,NA,20,8,2,10,7,7,6,7,6,2,7,2,2,6,5,7,8,7,8,7,7,7,7,7,7,6,11,12,16,12,12,11,17,11,12,16,4,1,3,1,3,1,1,1,4,3,1,5,1,3,1,3,5,1,3,1,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,bisexual,overweight,likes to drink,1,1,"As to the topic of online dating in general, it is a completely skewed marketplace in which women are propositioned and showered with attention to an even higher degree than in real life. My experiences, some lay research and the observations of my friends  have generally born this out. Even marginally attractive women get dozens of messages a day while all men but the top 20% receive no responses for months and generally wind up feeling like they are trying to fill up the grand canyon by throwing stones. The sexual marketplace is already skewed by the biological reality of the female reproductive capacity being inherently more valuable. If all but one man in a tribe get killed, the tribe will survive. If all but one woman in the tribe die, the tribe is destined to extinction. Men compete and women choose. Taking this same dynamic online just exaggerates the reality of this and makes women even more picky, because they can field sexual advances from hundreds or thousands of men, rather than dozens. /  / This study was very interesting. Good luck with your research.",1,4.571428571428571,3.5,6.666666666666667,6,3.8333333333333335,7,1.6,0,3.6,1,nonduplicated,0,pass,pass,eligible
R_2ZIZiSq1RjVdI4j,89424d78,0,2019-01-24T04:09:09Z,2019-01-24T04:25:32Z,1,72084103,8cdd81d8,"OkCupid, Match.com/ca, Tinder",3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3RJSC4XJ10V1XYYN734IT3OCLKI50C,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,6,4,1,2,6,6,6,6,6,6,6,6,okc,NA,20,4,2,10,6,6,6,6,6,2,6,2,2,9,9,9,9,9,9,6,6,6,6,6,6,6,17,17,11,17,17,17,11,17,17,11,4,1,4,1,5,1,1,1,4,5,1,4,1,4,1,4,5,1,4,1,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Attractiveness,Intelligence,Humor,1,1,NA,1,2.4285714285714284,6,6,6,6,6,7,0,4.3,1,nonduplicated,0,pass,pass,eligible
R_3s1iLgUEGPjQCaQ,4aa0e911,0,2019-01-24T03:50:51Z,2019-01-24T04:40:23Z,1,1321160,11771e3e,"Coffee Meets Bagel, Plenty of Fish, Tinder",3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3GM6G9ZBKNY0LEGKX49EUG134Q4MTU,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,3,1,3,3,6,5,5,6,4,6,5,pof,NA,15,2,2,10,6,6,5,6,7,2,7,1,3,6,6,6,8,9,7,5,5,5,5,6,5,4,14,14,12,15,13,14,14,15,13,13,4,1,3,1,4,1,1,1,4,4,1,4,1,4,2,4,4,1,2,1,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,attractive,openminded,intruiging,1,1,NA,1,2.142857142857143,5,5.666666666666667,6.666666666666667,4,5.166666666666667,4.3,0,3.7,1.1,nonduplicated,0,pass,pass,eligible
R_1PSnnGoTkK3g7Cg,d704cfe6,0,2019-01-24T04:20:26Z,2019-01-24T04:47:11Z,1,55884322,8033cdf0,"Plenty of Fish, Tinder",3GONHBMNHVZTL6RPDUTVSK7WAYSZMK,3E7TUJ2EGCNEX51TM55UKQDX15BD95,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,6,3,4,4,3,3,5,6,6,5,5,4,5,5,pof,NA,26,4,2,10,6,7,6,5,7,1,7,1,1,9,8,8,9,9,10,7,7,7,7,7,7,7,16,16,11,17,17,16,11,17,16,11,4,1,3,1,2,1,1,1,3,2,1,5,1,3,1,5,5,1,4,1,52,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,drinking frequency,smoking,grammar,1,1,NA,1,3.857142857142857,5.125,6.333333333333333,7,5.833333333333333,7,6.6,0,3.6,1,nonduplicated,0,pass,pass,eligible
R_2TFru1sEosNOgXc,740e40b5,0,2019-01-24T04:48:49Z,2019-01-24T05:09:05Z,1,8471738,55c2b2e3,Plenty of Fish,3ATYLI1PRT3RLU7X8O5MWU8BM0UJOY,3JPSL1DZ5S01O02B35XXCQ0BLRVNAC,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,1,1,7,7,7,7,7,7,7,7,7,pof,NA,12,4,2,10,7,7,4,1,7,1,7,1,1,10,10,10,10,10,10,7,7,7,7,7,7,7,17,17,11,17,11,17,11,17,17,11,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,37,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,Curvy,No kids,Non religious,1,1,None,1,2.7142857142857144,7,6,7,7,7,6.4,0,5,1,nonduplicated,0,pass,pass,eligible
R_23ep2a3yExB9nxi,df0382d8,0,2019-01-24T05:20:24Z,2019-01-24T05:47:21Z,1,44204612,f1f9ef49,"eHarmony, Tinder",3GONHBMNHVZTL6RPDUTVSK7WAYSZMK,3WRFBPLXRAP14F3QUQINPIM5FH63NZ,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,7,7,5,5,7,3,6,7,6,7,6,7,7,7,6,eharm,NA,30,5,2,10,6,7,7,7,7,2,6,2,7,10,9,10,10,10,10,7,7,6,7,7,7,7,17,17,11,17,17,17,11,17,17,11,5,1,5,1,4,1,1,1,5,5,1,4,1,5,2,5,5,1,4,2,37,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,smoking,no kids,looks,1,1,NA,1,5.714285714285714,6.625,6.666666666666667,6.333333333333333,6.833333333333333,6.833333333333333,7,0,4.7,1.2,nonduplicated,0,pass,fail,eligible
R_bydvDIPsOLyChax,6f3bdd35,0,2019-01-24T05:17:48Z,2019-01-24T05:55:05Z,1,80087920,f09194d0,"OkCupid, eHarmony, Match.com/ca, Tinder, Zoosk",32ZCLEW0BZL96UJYNOI1LUD1W5QJPF,3TE3O857309XYVZZJXLZFSMNA0V2RB,undesirable_eliminate,undesirable,1,NA,NA,NA,NA,NA,NA,NA,6,5,5,3,7,6,2,5,7,6,6,6,7,6,5,okc,NA,20,7,2,10,7,7,7,7,7,1,7,2,7,10,10,10,10,10,10,7,7,7,7,7,7,7,15,15,13,17,15,15,16,15,15,12,4,1,5,1,3,1,1,1,4,4,1,4,1,5,1,4,4,1,5,1,32,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,loving,kind,witty,1,1,I really enjoyed participating in this study. Thank you!,1,4.857142857142857,6,7,6.666666666666667,7,7,5,0,4.2,1,nonduplicated,0,pass,fail,eligible
R_RaGYW9Z55RXNB29,06934793,0,2019-01-24T05:43:01Z,2019-01-24T05:59:58Z,1,79684259,b7737e6f,"OkCupid, Match.com/ca, Plenty of Fish, Zoosk",3FTID4TN8LZ9AYZZHWQXE0J54ZYLYD,3AZHRG4CU4LYJJBJTKGPE6QS7OW03M,desirable_compile,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,7,6,3,5,3,6,7,7,7,5,5,7,6,3,okc,NA,15,2,2,10,2,6,2,2,3,1,7,1,6,5,4,4,4,4,4,6,6,5,2,6,7,4,11,11,17,17,12,11,17,11,11,12,1,1,1,1,2,1,1,3,2,1,5,3,1,1,1,1,1,2,1,1,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,2,Music lover,Vegetarian,Free Thinker,1,1,NA,1,5,5.875,3.3333333333333335,5.666666666666667,1.1666666666666667,5.333333333333333,2.2,0,1.4,1.7,nonduplicated,0,pass,pass,eligible
