ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,MID,site,Q_TotalDuration,condition,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,overall_engagement_1,overall_engagement_2,overall_engagement_3,overall_engagement_4,overall_engagement_5,overall_ease_1,overall_ease_2,overall_ease_3,overall_ease_4,overall_ease_5,overall_success_1,overall_success_2,overall_success_3,overall_success_4,overall_success_5,overall_success_6,overall_partner_1,overall_partner_2,overall_partner_3,overall_partner_4,overall_partner_5,overall_partner_6,overall_partner_7,overall_partner_8,attn_check_3,strategy_engagement_1,strategy_engagement_2,strategy_engagement_3,strategy_ease_1,strategy_ease_2,strategy_ease_3,strategy_ease_4,strategy_success_1,strategy_success_2,strategy_success_3,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,compliance,careful_response,honest_response,debrief_concerns,debriefing,X136,duplicate,attn_check_1,attn_check,var_response,var_low,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,fit_strategy_engage,fit_strategy_ease,fit_strategy_success
R_3Kr27a9KHEJUqZb,Default Response Set,Anonymous,NA,NA,198.48.154.34,0,2018-10-01T11:10:36Z,2018-10-01T11:31:13Z,1,41708814,fe1130ba,"eHarmony, Plenty of Fish, Tinder",1237,0,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,7,7,6,2,7,7,7,7,7,7,7,7,pof,8,3,2,4,5,5,1,5,7,5,1,7,1,7,5,5,1,7,5,5,7,7,5,7,7,7,5,10,7,7,1,7,7,1,1,7,7,7,44,female,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,8.673333333333334,acceptable,eligible,3.7142857142857144,7,4.666666666666667,7,6,6.25,7,7,7
R_XRpNeKSOsxJwfeh,Default Response Set,Anonymous,NA,NA,192.238.218.191,0,2018-10-01T11:28:41Z,2018-10-01T11:44:48Z,1,67874822,3b1afa41,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Pure, Tinder, Zoosk",967,0,1,NA,NA,NA,NA,1,NA,NA,5,6,6,5,5,6,5,6,6,6,6,5,5,6,5,okc,5,5,2,5,6,6,5,5,5,6,6,5,6,5,6,6,6,5,5,5,6,5,6,5,6,6,6,9,6,6,5,5,6,5,5,5,5,6,86,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,2,1,1,None,1,NA,nonduplicated,1,fail,2.31,acceptable,ineligible,5.428571428571429,5.625,5.666666666666667,3,4.833333333333333,5.625,5,4.25,5.333333333333333
R_2fg2LdIW3MoSqrI,Default Response Set,Anonymous,NA,NA,107.175.95.160,0,2018-10-01T11:26:20Z,2018-10-01T11:45:53Z,1,65101669,a2629308,OkCupid,1172,0,1,NA,NA,NA,NA,NA,NA,1,5,6,6,5,7,6,6,5,6,7,6,5,5,7,6,okc,1,5,2,7,5,6,6,5,6,6,5,5,3,5,5,6,7,7,7,6,6,4,6,5,7,7,6,10,7,6,5,5,5,5,7,6,6,6,70,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,good,1,NA,nonduplicated,1,fail,2.7066666666666666,acceptable,ineligible,5.857142857142857,5.875,6,4.666666666666667,5.166666666666667,5.875,5.333333333333333,3.5,6
R_1BRcRrk0Jyilujc,Default Response Set,Anonymous,NA,NA,174.85.209.241,0,2018-10-01T11:25:50Z,2018-10-01T11:48:57Z,1,62114349,c80a9de6,"Bumble, OkCupid, Tinder",1387,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,5,6,5,3,4,7,7,6,7,5,6,7,6,okc,8,2,2,5,6,4,5,3,6,2,3,5,1,4,4,3,4,5,3,6,6,5,4,5,5,6,5,10,5,5,2,5,6,1,2,4,6,4,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,"None, Thank you.",1,NA,nonduplicated,0,pass,3.1666666666666665,acceptable,eligible,4.142857142857143,6.375,5,6,3.8333333333333335,5.25,5.333333333333333,6,4.666666666666667
R_2VI4ZnOwGc5Ayni,Default Response Set,Anonymous,NA,NA,104.143.209.101,0,2018-09-24T11:42:04Z,2018-09-24T11:53:54Z,0,62846326,5688c5bb,"Bumble, OkCupid, eHarmony, Plenty of Fish, Tinder",709,1,1,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,5,7,6,6,4,6,6,5,5,6,okc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,5.285714285714286,5.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_1jNZHflQRFzHIL8,Default Response Set,Anonymous,NA,NA,186.92.141.156,0,2018-10-01T09:59:24Z,2018-10-01T11:55:27Z,1,97136347,8cd30b7f,"Badoo, eHarmony",6963,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,7,1,1,7,7,7,7,6,6,7,7,eharm,8,1,2,7,7,7,1,7,7,7,1,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,10,7,7,1,7,7,1,1,7,7,7,34,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,thanks,1,NA,duplicated,0,pass,10.64,acceptable,ineligible,2.5714285714285716,6.75,7,5,6.833333333333333,7,7,7,7
R_tEC4Bp1mZYq3zY5,Default Response Set,Anonymous,NA,NA,68.59.99.93,0,2018-10-01T11:33:32Z,2018-10-01T11:59:26Z,1,88945058,e1910e76,"eHarmony, Match.com/ca, Plenty of Fish",1553,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,5,1,7,7,7,6,5,7,6,6,6,pof,18,0,2,5,4,2,4,6,6,3,1,6,3,2,1,2,3,1,4,2,1,1,1,2,1,1,1,10,3,2,5,6,4,4,7,1,3,1,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,5.093333333333334,acceptable,eligible,3.142857142857143,6.25,3.6666666666666665,6,2.5,1.25,2.6666666666666665,3.75,1.6666666666666667
R_3hFr81lBjz320OU,Default Response Set,Anonymous,NA,NA,4.14.210.26,0,2018-10-01T11:32:37Z,2018-10-01T12:14:23Z,1,41646290,a766cb5e,eHarmony,2505,1,1,NA,NA,NA,NA,NA,NA,NA,7,4,5,4,4,4,5,4,5,5,4,5,3,5,4,eharm,15,2,2,4,7,5,4,4,5,4,3,6,5,6,6,5,4,5,5,5,5,6,5,6,6,6,6,10,6,6,1,1,6,1,1,6,6,5,39,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,pass,4.26,acceptable,eligible,4.714285714285714,4.375,5.333333333333333,4.333333333333333,5.166666666666667,5.625,6.333333333333333,5.25,5.666666666666667
R_rpYxJvOO9flTUTT,Default Response Set,Anonymous,NA,NA,174.199.19.76,0,2018-10-01T12:03:45Z,2018-10-01T12:18:11Z,1,47107277,e1834210,OkCupid,865,1,1,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,7,2,2,7,7,5,7,7,7,7,7,okc,7,3,2,6,5,6,3,6,6,4,2,6,2,5,5,6,2,7,6,7,7,7,7,6,7,7,6,10,6,5,1,6,7,1,3,7,7,5,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,6.293333333333333,acceptable,eligible,3.5714285714285716,6.75,5.666666666666667,6,5.833333333333333,6.75,6,6.25,6.333333333333333
R_pt2wMgOfY52Numt,Default Response Set,Anonymous,NA,NA,174.103.164.126,0,2018-10-01T12:11:39Z,2018-10-01T12:27:26Z,1,97788901,e91194da,OkCupid,946,1,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,4,1,1,7,6,7,7,7,6,6,7,okc,7,2,2,7,7,7,2,7,7,5,2,7,1,7,7,7,1,6,7,4,7,7,7,7,7,5,7,10,7,7,1,7,7,1,1,7,7,7,23,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,9.75,acceptable,eligible,2.857142857142857,6.625,7,6.666666666666667,6.833333333333333,6.375,7,7,7
R_2QL2o35UOI5qnWG,Default Response Set,Anonymous,NA,NA,73.203.237.129,0,2018-10-01T12:17:32Z,2018-10-01T12:32:44Z,1,50718227,5223fde7,"Bumble, OkCupid, eHarmony, Grindr, Plenty of Fish, Tinder, Zoosk",912,0,1,NA,NA,NA,NA,1,NA,NA,3,5,5,4,4,7,3,5,1,3,1,4,5,7,4,pof,20,3,2,1,5,3,1,2,4,5,4,4,1,4,3,3,4,5,5,3,2,3,4,3,4,4,2,10,4,3,7,7,1,4,2,1,3,1,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,1,fail,4.956666666666667,acceptable,ineligible,4.428571428571429,3.75,3,5,4,3.125,2.6666666666666665,4.5,1.6666666666666667
R_eJ7YTqKf1MsleKJ,Default Response Set,Anonymous,NA,NA,174.128.225.114,0,2018-10-01T12:28:19Z,2018-10-01T12:43:24Z,1,64532110,f385b90a,Plenty of Fish,905,0,1,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,5,5,3,2,3,5,6,5,6,6,2,pof,12,0,2,5,4,5,6,5,6,5,3,5,6,4,3,5,5,3,4,3,2,2,3,2,6,3,5,10,6,5,5,2,3,2,6,2,4,3,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,4.443333333333333,acceptable,eligible,3.5714285714285716,4.375,4.666666666666667,4.333333333333333,3.6666666666666665,3.25,4.666666666666667,3.25,3
R_Wl0OeoNkxsVsVNL,Default Response Set,Anonymous,NA,NA,66.177.221.109,0,2018-10-01T11:15:21Z,2018-10-01T12:44:34Z,1,36166388,490cd363,"eHarmony, Plenty of Fish, Tinder",5353,1,1,NA,NA,NA,NA,NA,NA,NA,5,6,3,5,5,3,6,6,3,4,6,5,5,6,6,pof,25,2,2,5,5,6,7,7,6,6,5,5,5,6,6,6,4,7,5,7,5,6,6,6,6,6,6,9,5,7,2,5,6,5,5,5,6,6,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,duplicated,0,fail,4.1066666666666665,acceptable,ineligible,4.714285714285714,5.125,5.333333333333333,4,5.666666666666667,6,6,4.25,5.666666666666667
R_10VlJWcSXAWbJry,Default Response Set,Anonymous,NA,NA,107.175.95.160,0,2018-10-01T12:20:48Z,2018-10-01T12:46:49Z,1,86868121,a2629308,"OkCupid, eHarmony, Plenty of Fish",1561,1,1,NA,NA,NA,1,NA,NA,NA,6,5,4,6,5,5,6,6,5,6,6,4,5,5,5,pof,20,5,6,6,6,6,7,5,6,5,6,6,4,5,4,6,5,3,5,5,4,5,5,5,7,5,6,9,6,6,4,6,5,6,5,5,5,5,70,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,duplicated,1,fail,2.76,acceptable,ineligible,5.285714285714286,5.25,6,4,4.333333333333333,5.25,5.333333333333333,4,5
R_3hzOKN8tnXBIhOY,Default Response Set,Anonymous,NA,NA,104.236.213.230,0,2018-10-01T12:26:38Z,2018-10-01T12:57:28Z,1,61826920,bd9e751e,"Badoo, OkCupid, eHarmony, JDate, Match.com/ca",1849,1,1,NA,NA,NA,NA,NA,1,NA,2,4,6,6,6,6,6,5,6,6,7,5,6,6,6,okc,8,5,2,6,6,6,6,5,5,5,3,6,6,5,5,5,6,6,6,5,7,6,6,6,7,6,6,10,6,2,1,5,6,4,6,6,6,5,25,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,afroamerican,5,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,1,fail,3.25,acceptable,ineligible,5.142857142857143,5.875,6,4,4.833333333333333,6.125,5,4.25,5.666666666666667
R_3LgsAlvc9DIweFr,Default Response Set,Anonymous,NA,NA,47.18.32.87,0,2018-10-01T12:33:09Z,2018-10-01T13:07:35Z,1,76136922,80d6230b,"OkCupid, Grindr, Tinder",2066,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,5,4,2,5,5,4,5,5,5,5,5,okc,8,1,2,4,4,4,5,2,3,6,6,5,3,4,4,3,4,4,3,5,5,5,5,5,5,5,5,10,2,3,5,3,4,5,6,1,1,1,33,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,It's a little hard browsing undesirable traits in OKCupid because it always puts the top matches first.,1,NA,nonduplicated,0,pass,3.39,acceptable,eligible,3,4.875,4,3.3333333333333335,3.6666666666666665,5,2.6666666666666665,3,1
R_yUOc8av2sFutfSV,Default Response Set,Anonymous,NA,NA,172.107.167.14,0,2018-10-01T12:58:45Z,2018-10-01T13:16:55Z,1,84395448,eedfe962,"Plenty of Fish, Tinder",1089,1,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,3,3,5,4,6,5,4,3,6,5,6,3,pof,12,4,2,4,5,5,5,5,7,3,4,7,6,6,3,4,6,6,5,7,3,3,3,2,7,6,3,10,7,3,5,6,6,3,4,7,5,6,26,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,4.8566666666666665,acceptable,eligible,5.142857142857143,4.75,4.666666666666667,4.333333333333333,4.333333333333333,4.25,4.333333333333333,5.25,6
R_3F58T5lAIBHZR0T,Default Response Set,Anonymous,NA,NA,67.223.163.178,0,2018-10-01T11:10:12Z,2018-10-01T13:18:49Z,1,74818700,a85d931c,OkCupid,7716,1,1,NA,NA,NA,NA,NA,NA,NA,2,4,6,2,2,4,6,3,7,5,2,4,3,3,2,okc,3,0,2,2,2,3,7,1,2,6,7,2,7,1,1,1,7,1,2,2,2,1,1,2,1,1,1,10,5,2,4,4,3,6,3,1,6,1,45,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,1,1,You could make the circles a bit larger to click on,1,NA,nonduplicated,0,pass,4.916666666666667,acceptable,eligible,3.7142857142857144,3.625,2.3333333333333335,1.3333333333333333,1.1666666666666667,1.375,3.6666666666666665,3.5,2.6666666666666665
R_1ObV2e2AyzhapgZ,Default Response Set,Anonymous,NA,NA,192.210.213.190,0,2018-10-01T13:00:58Z,2018-10-01T13:19:47Z,1,30137273,1cdce823,"Plenty of Fish, Tinder",1129,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,2,4,7,4,6,6,6,7,5,7,3,pof,12,4,2,5,3,6,5,5,3,6,6,4,7,5,2,4,2,7,7,5,5,2,4,3,3,6,7,10,4,7,5,4,7,2,6,7,4,6,26,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,5.043333333333333,acceptable,eligible,4.428571428571429,5.5,4.666666666666667,2,5.166666666666667,4.375,4.666666666666667,4.75,5.666666666666667
R_3EXbJJXQ3MpiV6P,Default Response Set,Anonymous,NA,NA,72.231.143.170,0,2018-09-24T13:22:06Z,2018-09-24T13:25:33Z,0,17840392,da9f60d6,"OkCupid, Grindr, Tinder",206,0,1,NA,NA,NA,NA,NA,NA,NA,6,7,4,5,5,6,5,5,7,7,5,7,6,5,5,eharm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,5.428571428571429,5.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_3GlxVAKA6dQfBKc,Default Response Set,Anonymous,NA,NA,99.60.232.109,0,2018-09-24T10:57:44Z,2018-09-24T13:42:31Z,0,8836935,12bf7cbb,Plenty of Fish,9886,0,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,3,3.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_6WjDeJyndGBdlvz,Default Response Set,Anonymous,NA,NA,98.251.53.104,0,2018-10-01T13:15:38Z,2018-10-01T13:44:18Z,1,81881636,c2bb8635,"OkCupid, Tinder",1720,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,5,3,1,6,4,2,1,okc,17,2,2,2,4,2,2,4,5,1,7,2,6,2,2,1,4,2,1,6,5,5,5,6,5,5,5,10,2,3,7,3,1,7,6,1,2,1,41,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,8.166666666666666,acceptable,eligible,1.1428571428571428,3,2.6666666666666665,2.6666666666666665,2,5.25,2,1.75,1.3333333333333333
R_ToQwgoxSRIzOtr3,Default Response Set,Anonymous,NA,NA,162.248.134.240,0,2018-10-01T13:32:02Z,2018-10-01T13:51:37Z,1,88902643,ea500f84,"Bumble, Coffee Meets Bagel, OkCupid, GayRomeo",1174,0,1,NA,NA,NA,NA,NA,1,NA,5,4,5,6,5,4,6,6,6,6,4,5,5,5,6,pof,5,5,5,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,5,5,10,5,5,4,5,5,5,5,4,5,4,40,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,good survey,1,NA,nonduplicated,1,fail,2,acceptable,ineligible,5,5.375,4.333333333333333,4,4.5,4.75,4.666666666666667,4,4.333333333333333
R_2Cys6QZQKdENeh5,Default Response Set,Anonymous,NA,NA,104.200.37.109,0,2018-10-01T13:40:08Z,2018-10-01T14:07:27Z,1,56255242,ae20d149,"Bumble, OkCupid, eHarmony, Match.com/ca, Plenty of Fish",1639,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,5,5,5,4,5,5,5,5,4,4,pof,5,2,2,4,4,4,5,4,4,4,5,5,5,4,5,4,4,5,4,5,4,4,4,5,5,4,4,10,6,5,3,4,5,5,2,4,5,5,35,male,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,1,No,1,NA,nonduplicated,0,pass,2.5233333333333334,acceptable,eligible,4.714285714285714,4.625,4,3.3333333333333335,4.333333333333333,4.375,5.333333333333333,4.5,4.666666666666667
R_2EcwErbBykS1Kt8,Default Response Set,Anonymous,NA,NA,192.238.218.49,0,2018-10-01T13:42:43Z,2018-10-01T14:10:09Z,1,29921059,d8e0ce91,"OkCupid, eHarmony, Plenty of Fish, Pure, Tinder",1645,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,5,5,5,4,4,5,5,5,4,5,5,pof,5,2,2,5,3,5,5,3,4,4,3,4,4,4,3,5,5,5,4,5,5,4,5,5,5,4,5,10,5,4,5,4,5,5,4,5,4,5,34,female,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,nonduplicated,0,pass,2.69,acceptable,eligible,4.428571428571429,4.625,4.333333333333333,4.333333333333333,4,4.75,4,4,4.666666666666667
R_3JgUZGNulBDEitB,Default Response Set,Anonymous,NA,NA,67.227.104.34,0,2018-10-01T08:55:48Z,2018-10-01T14:18:31Z,1,93772875,27845479,"OkCupid, eHarmony, Plenty of Fish",19362,1,1,NA,NA,NA,NA,1,NA,NA,6,5,6,6,5,5,5,6,6,6,6,5,5,6,5,okc,5,6,2,7,6,6,7,6,4,7,7,7,7,7,6,6,6,5,5,4,7,5,6,7,6,7,5,10,4,3,5,5,5,5,7,6,7,7,29,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,very knowledgeable an understanding,1,NA,nonduplicated,1,fail,2.8933333333333335,acceptable,ineligible,5.428571428571429,5.625,6.333333333333333,2,5.166666666666667,5.875,3.3333333333333335,3.5,6.666666666666667
R_1DwAae47oXGSPmj,Default Response Set,Anonymous,NA,NA,98.213.21.48,0,2018-10-01T13:49:40Z,2018-10-01T14:35:47Z,1,6766598,d75795f7,"Badoo, Bumble, Plenty of Fish, Zoosk",2766,0,1,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,4,6,3,3,5,2,2,3,3,3,3,pof,20,5,2,7,7,6,2,7,7,1,1,7,1,4,5,7,1,7,7,7,7,7,7,7,7,7,6,10,6,6,2,6,7,2,2,6,5,6,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,7.54,acceptable,eligible,3.4285714285714284,3,6.666666666666667,7,6.166666666666667,6.875,6,6.25,5.666666666666667
R_yILWaZI8iEQRowF,Default Response Set,Anonymous,NA,NA,73.2.182.75,0,2018-09-24T14:42:19Z,2018-09-24T15:14:18Z,0,34461674,bfb267a9,eHarmony,1919,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_22QFcdB5uSF7twJ,Default Response Set,Anonymous,NA,NA,192.238.218.12,0,2018-10-01T15:37:40Z,2018-10-01T15:55:15Z,1,24694861,b31d0ab0,"OkCupid, eHarmony, Plenty of Fish",1055,1,1,NA,NA,NA,NA,NA,NA,1,7,5,6,6,7,7,7,5,6,5,7,7,6,6,6,pof,7,4,6,7,7,5,6,7,5,5,5,7,7,6,6,6,7,6,6,6,6,5,7,7,7,5,5,10,6,7,5,6,7,7,5,6,5,6,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,nice study i very like this study,1,NA,nonduplicated,1,fail,2.56,acceptable,ineligible,6.428571428571429,6,6.333333333333333,3,5.166666666666667,6,5.333333333333333,4.25,5.666666666666667
R_1Fu3Q2OYD2o8jOj,Default Response Set,Anonymous,NA,NA,172.88.167.67,0,2018-10-01T16:30:24Z,2018-10-01T16:44:44Z,1,6826637,ac51b134,"OkCupid, Plenty of Fish",859,0,1,NA,NA,NA,NA,NA,NA,NA,5,6,4,6,6,3,4,4,5,5,6,5,5,7,4,okc,16,1,2,5,6,5,5,6,6,3,2,5,6,3,6,4,3,6,6,6,7,5,6,7,7,7,6,10,6,5,2,6,6,1,2,6,5,6,23,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,nonduplicated,0,pass,3.75,acceptable,eligible,4.857142857142857,5.125,5.333333333333333,4.666666666666667,5,6.375,5.666666666666667,6.25,5.666666666666667
R_2wzU9L7Di67TDc9,Default Response Set,Anonymous,NA,NA,24.165.197.70,0,2018-09-24T16:49:57Z,2018-09-24T16:52:35Z,0,12718213,eb6e284a,"Bumble, Coffee Meets Bagel, Plenty of Fish, Tinder",157,0,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,3,6,3,4,5,5,6,4,5,4,5,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,4.857142857142857,4.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_XpitLcIGd4yhZxn,Default Response Set,Anonymous,NA,NA,172.245.19.180,0,2018-10-01T17:41:12Z,2018-10-01T18:00:30Z,1,24626416,e044ace9,"Plenty of Fish, Tinder",1157,1,1,NA,NA,NA,NA,NA,NA,NA,5,3,4,6,3,5,6,5,6,7,5,3,7,5,4,pof,10,4,2,6,5,3,5,6,6,4,3,5,2,4,4,6,6,5,5,6,5,7,5,4,7,6,3,10,3,2,6,4,7,3,5,5,7,2,26,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.91,acceptable,eligible,4.571428571428571,5.25,4.666666666666667,5.666666666666667,4.333333333333333,5.375,2.3333333333333335,4.75,4.666666666666667
