ResponseID,IPAddress,Status,StartDate,EndDate,Finished,workerId,site,condition,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,engage_5,ease_1,ease_2,ease_3,ease_4,ease_5,ease_6,ease_7,ease_8,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,careful_response,honest_response,debrief_concerns,debriefing,attn_check,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,activity_distraction
R_2SxekxY3lN8IcJT,f27d83e8,0,2018-11-25T15:22:11Z,2018-11-25T15:53:01Z,1,175398d9,"OkCupid, Plenty of Fish, Tinder",-1,1,1,1,5,7,1,1,5,7,7,5,7,7,7,5,pof,16,1,2,10,5,4,1,7,7,7,1,7,1,10,10,4,4,6,6,4,9,10,9,7,7,7,6,7,7,6,6,43,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,I did not look at anyone with children,1,1,1,NA,1,pass,eligible,2.4285714285714284,6.25,3.3333333333333335,7,5.833333333333333,6.714285714285714,1
R_3R8Dr5fzw1IA8Ob,03e51c12,0,2018-11-25T15:10:39Z,2018-11-25T15:55:18Z,1,acb99244,"Badoo, Match.com/ca, OurTime, Plenty of Fish, Zoosk",-1,6,7,4,6,5,5,7,6,7,7,5,7,6,6,6,pof,6,0,2,10,2,2,2,7,6,4,6,1,5,6,9,6,5,4,4,1,7,9,7,1,1,1,1,2,1,2,1,42,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,find undesirable options i would normally not choose,2,1,1,This was very interesting and i will continue this strategy,1,pass,eligible,5.714285714285714,6.25,2,3,3.8333333333333335,1.1428571428571428,0
R_23Zv4e9veNMEyty,228c6e68,0,2018-11-25T15:41:10Z,2018-11-25T16:05:38Z,1,d84e63e0,"Grindr, Plenty of Fish",-1,7,7,7,6,7,1,7,6,7,6,6,7,6,6,6,pof,12,0,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,1,1,1,7,8,5,1,1,1,1,1,1,1,1,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for undesirable traits. I found several and wrote them down in hopes of the survey wanting to know what they were.,1,1,1,"This was a really fun and exciting survey. I noticed that when I was looking for undesirable traits they were easy to find. I feel because I was looking for the undesirable, it made finding a romantic partner that much more difficult. I would love to see more surveys like this where you use your social media to search for information. Thank you so much for this survey. I wish you the best of luck with your results!",1,pass,eligible,6,6.25,7,7,2.3333333333333335,1,0
R_2PncYsObaHD3BZD,38a4fe40,0,2018-11-25T15:45:21Z,2018-11-25T16:12:40Z,1,3387064f,"eHarmony, Plenty of Fish, Tinder",1,5,6,5,6,5,6,6,5,7,6,6,5,6,6,6,eharm,20,1,2,10,5,6,5,8,8,5,4,5,2,8,8,5,5,5,5,5,8,8,8,5,5,5,5,6,5,4,5,41,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,1,Looked for a specific quality in a match,1,1,1,NA,1,pass,eligible,5.571428571428571,5.875,5.333333333333333,5,5,5.142857142857143,1
R_2qjRSwjcTlUVPdy,a973ba40,0,2018-11-25T16:41:13Z,2018-11-25T16:56:29Z,1,f2cb0c81,"Match.com/ca, Plenty of Fish",-1,6,6,7,5,6,5,6,6,6,5,4,5,6,7,5,pof,12,2,2,10,6,6,5,10,9,6,1,5,2,10,10,4,5,4,3,5,8,9,9,5,5,6,5,6,5,5,5,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,Finding unattractive traits...people I wanted to omit,1,1,1,"That was really neat, thank you.",1,pass,eligible,5.857142857142857,5.5,5.666666666666667,6.333333333333333,4.833333333333333,5.285714285714286,1
R_Qm22L5pEXwZnucF,1c815c85,0,2018-11-25T16:41:54Z,2018-11-25T17:08:01Z,1,26e2577d,"Bumble, OkCupid, Match.com/ca, Plenty of Fish, Tinder, Zoosk",1,6,5,3,6,6,2,5,6,5,4,5,6,5,7,5,pof,10,2,2,10,7,7,6,10,10,5,4,5,4,8,8,6,6,5,5,5,7,8,8,7,6,7,4,7,5,6,3,32,male,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,1,1,1,"I tried to find users in a certain age range, who were physically attractive to me and had at least Bachelor's degree",1,1,1,NA,1,pass,eligible,4.714285714285714,5.375,6.666666666666667,4.333333333333333,4.833333333333333,5.571428571428571,2
R_1DqXaTK5UCPByZN,5e0d0524,0,2018-11-25T17:08:01Z,2018-11-25T17:32:19Z,1,bb210c41,Plenty of Fish,-1,2,2,3,4,6,3,3,6,6,5,6,5,5,6,6,pof,22,5,2,10,6,6,5,7,7,7,1,7,1,9,9,4,4,6,7,7,9,9,9,7,7,7,6,7,6,7,7,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,i ignored profiles with too many undesirable traits,1,1,1,n/a,1,pass,eligible,3.2857142857142856,5.625,5.666666666666667,7,6.333333333333333,6.714285714285714,0
R_2Tt83nvvPIC9Asn,8fe81beb,0,2018-11-25T17:52:52Z,2018-11-25T18:13:13Z,1,36a0f579,"OkCupid, Tinder",1,1,2,1,3,4,3,2,5,7,5,5,6,6,6,5,okc,6,2,2,10,6,6,5,8,8,7,1,7,1,9,9,5,5,6,6,7,7,8,8,7,6,6,6,7,7,4,4,39,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,To consider positive traits I liked in the people I looked at -- to consider the things I liked about them and potential areas of compatibility.,1,1,1,None,1,pass,eligible,2.2857142857142856,5.625,5.666666666666667,7,5.5,6.142857142857143,0
R_1DulR11YIFHmok6,553251bf,0,2018-11-25T18:11:23Z,2018-11-25T18:28:09Z,1,9b4240e5,"Bumble, OkCupid, Tinder, The League",-1,2,2,5,2,7,2,4,6,7,6,5,6,5,5,6,okc,6,0,2,10,5,6,5,8,10,6,3,6,2,9,9,5,5,4,5,4,7,6,7,4,2,3,5,7,5,3,1,20,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Looking for undesirable traits,1,1,1,It was fun.,1,pass,eligible,3.4285714285714284,5.75,5.333333333333333,5.666666666666667,4,3.857142857142857,0
R_3plpnySKPNDMKZN,52ad3c03,0,2018-11-25T18:31:55Z,2018-11-25T18:48:01Z,1,0622f649,"OkCupid, eHarmony, Tinder",-1,6,4,5,5,6,6,5,6,6,6,6,5,6,6,6,eharm,20,5,2,10,7,6,7,8,8,6,1,7,2,7,6,9,9,6,6,6,8,8,8,6,6,6,6,6,6,6,6,26,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Central American,2,NA,NA,NA,NA,NA,NA,NA,1,1,I looked for traits that I didn't like in people.,1,1,1,No problems.,1,pass,eligible,5.285714285714286,5.875,6.666666666666667,6.333333333333333,5.5,6,0
R_1CfnsSUtOcZlWht,a9a1605d,0,2018-11-25T18:30:31Z,2018-11-25T18:51:44Z,1,9a60a00c,"OkCupid, eHarmony, Plenty of Fish",-1,3,7,3,5,5,5,6,6,7,3,4,7,7,5,5,pof,25,5,2,10,4,3,3,6,6,5,2,7,2,7,8,6,5,5,3,5,7,7,7,5,5,4,5,5,5,4,4,37,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Used the search option for possible matches.,2,1,1,NA,1,pass,eligible,4.857142857142857,5.5,3.3333333333333335,5.666666666666667,4.166666666666667,4.714285714285714,0
R_WwGgXQm9noexOTL,f99ec128,0,2018-11-25T18:35:00Z,2018-11-25T18:55:08Z,1,2a283e05,"OkCupid, eHarmony, Plenty of Fish, Tinder",1,4,6,4,7,6,6,6,6,6,6,5,3,5,4,4,okc,20,3,2,10,5,6,7,7,10,6,2,3,5,9,9,9,7,6,4,7,10,9,6,4,3,6,5,5,6,4,6,23,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Hispanic,5,NA,NA,NA,NA,1,NA,NA,NA,1,Looking for people with my interests,1,1,1,NA,1,pass,eligible,5.571428571428571,4.875,6,5,5.5,5,1
R_1mE4UrhxiiOT8vH,8864200e,0,2018-11-25T18:37:34Z,2018-11-25T19:01:48Z,1,e4e5b3e4,OkCupid,-1,6,1,1,1,6,1,1,4,6,2,2,6,3,6,1,okc,8,1,2,10,5,6,4,9,10,6,5,4,1,10,10,4,4,3,3,6,9,9,8,7,7,6,7,7,7,5,6,28,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Undesirable Traits,1,1,1,NA,1,pass,eligible,2.4285714285714284,3.75,5,5.333333333333333,4.833333333333333,6.714285714285714,0
R_2YEB99AMz1ShRTc,50a34f2f,0,2018-11-25T18:32:20Z,2018-11-25T19:05:34Z,1,47e640db,"Bumble, Coffee Meets Bagel, OkCupid, Tinder",1,7,3,2,6,7,6,7,5,7,7,7,6,7,6,5,okc,25,5,2,10,5,5,4,8,8,7,1,7,1,10,10,4,4,7,4,5,8,10,9,7,7,7,6,7,7,7,7,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,1,1,"I avoided anyone who likes cats, and focused on people who aren't religious.",2,1,1,NA,1,pass,eligible,5.428571428571429,6.25,4.666666666666667,7,5.666666666666667,6.857142857142857,1
R_1hH07XebEECyM61,edd8de81,0,2018-11-25T19:09:09Z,2018-11-25T19:29:14Z,1,73e7f231,Plenty of Fish,-1,3,3,5,5,5,5,4,4,4,2,6,4,3,3,5,okc,23,3,2,10,4,4,3,6,7,4,5,4,2,5,7,6,7,5,3,4,6,6,8,4,4,5,3,3,3,4,2,23,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Excluded people with undesirable traits,1,1,1,Thanks!,1,pass,eligible,4.285714285714286,3.875,3.6666666666666665,4.333333333333333,3.8333333333333335,3.4285714285714284,0
R_1H6tHyMB08zt2wz,00390f78,0,2018-11-25T20:21:43Z,2018-11-25T20:44:27Z,1,ec31ed59,"OkCupid, eHarmony, Plenty of Fish, Tinder",1,5,4,5,3,4,5,4,6,6,6,6,6,5,6,6,okc,30,2,2,10,5,5,5,8,8,3,5,5,6,8,8,4,4,5,3,5,8,8,8,5,5,5,5,5,5,5,4,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,Traits that I desire in a partner and commonality was used in my strategy.,1,1,1,NA,1,pass,eligible,4.285714285714286,5.875,5,2.6666666666666665,4.666666666666667,4.857142857142857,0
R_26a5vCTW0m5jUsY,3527be3b,0,2018-11-25T21:06:14Z,2018-11-25T21:41:13Z,1,1596e508,"Plenty of Fish, Tinder",-1,1,5,7,7,7,2,6,7,7,7,7,7,7,7,5,pof,8,2,2,10,7,7,5,10,10,7,1,7,1,10,10,4,5,2,3,6,8,8,5,4,6,7,4,6,6,2,5,21,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Select the traits I didn't like,1,1,1,I loved this,1,pass,eligible,5,6.75,6.333333333333333,7,3.8333333333333335,5.428571428571429,0
R_A7ee918dF3VY29r,f4dd719c,0,2018-11-25T22:49:00Z,2018-11-25T23:06:24Z,1,16c25978,"eHarmony, Tinder",1,5,4,5,4,4,3,4,5,7,4,5,4,4,4,6,eharm,22,2,2,10,5,4,4,8,8,5,4,3,4,8,8,6,6,3,3,4,7,7,8,5,5,5,5,5,4,5,4,28,male,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,looked for things that I liked in a person and focused only on those profiles,2,1,1,n/a,1,pass,eligible,4.142857142857143,4.875,4.333333333333333,4.333333333333333,3.8333333333333335,4.714285714285714,1
R_SDbOfmCHW5Ad68x,712f9371,0,2018-11-25T22:47:31Z,2018-11-25T23:07:51Z,1,e83edf31,"Chemistry, eHarmony, Match.com/ca, Plenty of Fish, Tinder",-1,5,6,3,6,5,6,5,5,5,6,6,5,6,6,5,pof,15,7,2,10,6,5,5,9,9,7,2,7,1,8,9,6,5,6,6,6,9,9,9,7,7,7,7,7,7,7,7,25,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,To genuinely give honest feedback and interest,1,1,1,NA,1,pass,eligible,5.142857142857143,5.5,5.333333333333333,6.666666666666667,6,7,0
R_3Dua5DiBG5PS3rZ,8c3ebe08,0,2018-11-25T22:49:28Z,2018-11-25T23:08:32Z,1,784c0b32,Plenty of Fish,1,2,4,2,3,2,2,4,6,7,4,5,6,6,6,6,pof,10,4,2,10,6,6,6,9,9,6,1,6,1,9,9,9,4,6,6,6,9,9,9,6,6,6,7,7,7,6,6,47,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,traits I find desirable,1,1,1,NA,1,pass,eligible,2.7142857142857144,5.75,6,6.666666666666667,6,6.428571428571429,0
R_R9LJAUsnXQ4IWR3,891bf010,0,2018-11-25T22:54:56Z,2018-11-25T23:10:26Z,1,cd4ee3ec,"Bumble, Coffee Meets Bagel, OkCupid, Tinder",-1,7,6,6,4,5,5,6,6,3,6,5,5,5,4,4,okc,20,2,2,10,4,4,4,5,5,6,3,6,3,6,6,8,6,4,4,3,6,6,5,6,6,6,6,6,5,6,5,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,nitpicking things that i found unattractive in partners,1,1,1,thank you,1,pass,eligible,5.571428571428571,4.75,4,5.333333333333333,3.1666666666666665,5.714285714285714,0
R_ByKoqfg8mgqWUtH,98e144b5,0,2018-11-25T23:08:12Z,2018-11-25T23:38:54Z,1,85cd2432,Plenty of Fish,-1,1,7,1,1,7,7,5,7,7,7,4,7,7,5,4,okc,10,1,2,10,6,6,4,9,9,6,1,6,1,9,9,4,4,5,4,1,8,8,8,3,5,5,5,5,5,4,4,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,scan profiles for attributes I did not like,1,1,1,no conerns,1,pass,eligible,4.142857142857143,6,5.333333333333333,6.666666666666667,4.166666666666667,4.571428571428571,0
R_3rNvWjlvaVcFAKq,afe85d01,0,2018-11-26T00:27:17Z,2018-11-26T00:45:51Z,1,46dc0579,"OkCupid, Tinder",1,4,5,4,5,5,3,6,7,7,7,6,7,6,7,5,okc,7,1,2,10,5,5,4,7,7,5,6,4,2,7,7,8,6,3,5,4,7,8,8,3,3,3,3,5,3,3,2,29,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,"scrolling, looking at profiles of attractive people",1,1,1,NA,1,pass,eligible,4.571428571428571,6.5,4.666666666666667,4.333333333333333,4.333333333333333,3.142857142857143,0
R_QiBjJCJ6qmvlV61,00ff1fff,0,2018-11-26T00:33:17Z,2018-11-26T00:58:42Z,1,9d3e6d83,OkCupid,-1,1,1,1,5,6,1,1,5,6,4,5,7,6,6,5,okc,15,4,2,10,3,3,4,7,7,2,2,4,1,6,6,9,8,6,6,5,7,7,8,6,6,6,6,6,6,6,6,23,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Things I disliked,1,1,1,"Interesting study, have not participated in one like this before. I would suggest maybe using tinder as it is easier to use, but also isn't as real a dating site as the others provided during the study. Although, I have much more success for dates on tinder as a younger male.",1,pass,eligible,2.2857142857142856,5.5,3.3333333333333335,5,5,6,0
R_1Kd6OB6LoBBngpe,cbc352bf,0,2018-11-26T00:36:07Z,2018-11-26T00:58:43Z,1,17a07421,OkCupid,1,1,4,3,7,7,4,4,6,7,7,7,4,7,7,7,okc,7,2,2,10,7,7,3,10,10,7,1,7,1,10,10,4,4,4,4,5,9,9,9,7,7,7,7,7,7,7,6,29,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I clicked on Browse Matches, then viewed profiles that okcupid said I was compatible with. Then tried to find desirable traits for each person.",1,1,1,This was interesting and fun.,1,pass,eligible,4.285714285714286,6.5,5.666666666666667,7,5.166666666666667,6.857142857142857,0
R_qJYvaBV8NmUGkXn,ddf5b227,0,2018-11-26T00:34:26Z,2018-11-26T01:01:15Z,1,d244cb79,"OkCupid, Tinder, Zoosk",1,1,2,1,7,7,6,1,7,7,7,7,6,7,7,6,okc,30,5,2,10,6,7,4,8,8,6,1,7,1,8,9,4,4,6,6,7,9,9,8,6,7,6,6,6,7,6,6,35,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I looked up men who were at least an 85% match,1,1,1,NA,1,pass,eligible,3.5714285714285716,6.75,5.666666666666667,6.666666666666667,6,6.285714285714286,0
R_1mE5EEqkw2v0UIf,06e5c9a8,0,2018-11-26T01:08:25Z,2018-11-26T01:35:46Z,1,80dd5730,"Badoo, Plenty of Fish",1,5,3,4,5,5,5,4,5,5,5,4,4,7,4,7,pof,5,2,2,10,6,6,5,10,10,6,1,5,1,10,10,4,4,5,1,5,7,8,8,6,7,4,5,5,5,5,3,21,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"Looking for men who had similar interests, and were close in age with me.",1,1,1,NA,1,fail,ineligible,4.428571428571429,5.125,5.666666666666667,6.666666666666667,4.166666666666667,5,0
R_2YzjBaSTm1ZPyXj,128e7366,0,2018-11-26T01:03:57Z,2018-11-26T01:38:18Z,1,b8e1f995,OkCupid,-1,3,4,5,2,3,2,5,4,6,5,5,6,5,6,5,pof,35,1,2,10,5,5,3,8,8,5,2,6,2,9,8,5,4,4,4,4,7,8,8,5,5,5,4,5,5,4,4,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,Look for women I'm attracted to and then see if they are interesting.,1,1,1,NA,1,pass,eligible,3.4285714285714284,5.25,4.333333333333333,5.666666666666667,4.333333333333333,4.714285714285714,0
R_3k6RTCVyxtKl484,8f63f4cf,0,2018-11-26T02:02:38Z,2018-11-26T02:17:24Z,1,a1826bd7,OkCupid,-1,6,5,5,5,6,5,5,5,6,5,5,5,5,5,5,okc,5,1,2,10,5,6,6,9,9,5,5,5,3,9,9,5,5,5,6,6,8,8,8,5,6,5,5,5,6,6,6,27,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,age and gender,1,1,1,NA,1,pass,eligible,5.285714285714286,5.125,5.666666666666667,4.333333333333333,5.333333333333333,5.428571428571429,0
R_T0IkgnPTCGUKKbL,cb2360e8,0,2018-11-26T02:03:50Z,2018-11-26T02:24:19Z,1,36392f8b,"OkCupid, Tinder",-1,5,4,5,5,5,5,5,6,6,4,4,4,6,5,5,okc,9,3,2,10,7,6,6,8,9,7,2,6,2,9,9,4,4,4,4,5,8,8,8,6,6,6,6,7,6,6,6,25,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,"I only looked for undesirable traits, which wasn't all that bad to be completely honest. Some of them were bearable.",1,1,1,"I know that only looking for undesirable traits should've kept me at bay, but if anything it just helped me accept them more. Some traits gave us some common grounds, seemingly making it easier to connect.",1,pass,eligible,4.857142857142857,5,6.333333333333333,6.333333333333333,4.666666666666667,6.142857142857143,1
R_2VCOPOuW6jVVIcy,594241ab,0,2018-11-26T02:19:47Z,2018-11-26T02:39:36Z,1,98743709,"Match.com/ca, Plenty of Fish, Tinder",1,3,2,2,7,7,2,3,6,7,7,6,7,7,7,6,pof,20,10,2,10,7,7,7,10,10,7,2,7,1,10,10,4,4,5,5,7,9,10,10,7,6,7,7,7,7,7,6,28,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,Try to find people my age that live very close to me,1,1,1,Fun Study,1,pass,eligible,3.7142857142857144,6.625,7,6.666666666666667,6.166666666666667,6.714285714285714,0
R_1B5CJSIkeoE1kJP,5c92154a,0,2018-11-26T02:06:39Z,2018-11-26T02:39:54Z,1,dcafeddb,"Bumble, Coffee Meets Bagel, OkCupid, eHarmony, Plenty of Fish, Tinder",1,3,2,5,5,5,4,2,7,6,4,5,6,6,5,5,okc,7,3,2,10,6,4,6,10,9,6,2,6,2,7,9,6,4,4,7,6,8,10,9,4,6,7,5,7,4,6,5,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,I tried to pick attractive people,1,1,1,NA,1,pass,eligible,3.7142857142857144,5.5,5.333333333333333,6,5.833333333333333,5.428571428571429,0
R_3HAHva5MIt9I1q4,e67a9399,0,2018-11-26T02:44:44Z,2018-11-26T03:09:54Z,1,55793e05,"OkCupid, Tinder",-1,5,5,3,6,4,2,5,6,5,7,4,6,6,6,6,okc,30,4,2,10,3,3,4,6,6,3,5,3,5,6,6,8,8,4,3,4,7,5,8,7,7,7,7,7,7,7,7,24,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I looked for undesirable traits by ticking off the boxes of what to search for such as Background, Looks and Vices.",1,1,1,NA,1,pass,eligible,4.285714285714286,5.75,3.3333333333333335,3,3.6666666666666665,7,0
R_1oBIUSQmiagdWaY,bfc60769,0,2018-11-26T03:48:43Z,2018-11-26T04:06:27Z,1,c925cf67,"eHarmony, Plenty of Fish, Tinder",-1,5,5,5,7,7,4,4,7,7,7,6,6,7,7,6,pof,8,1,2,10,7,7,6,10,10,7,1,7,1,10,10,4,4,7,7,6,10,10,9,6,7,5,7,7,7,6,6,33,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I picked the profiles that I thought I might like and read more,2,1,1,NA,1,pass,eligible,5.285714285714286,6.625,6.666666666666667,7,6.666666666666667,6.428571428571429,0
R_3s5pUbGcWui38aR,1fae177d,0,2018-11-26T03:51:55Z,2018-11-26T04:17:29Z,1,0e61b95b,"Bumble, Plenty of Fish, Tinder",1,2,2,2,2,5,2,3,5,5,6,4,5,6,5,3,okc,10,2,2,10,5,5,5,8,9,7,2,6,2,9,9,4,4,5,4,5,8,9,7,5,5,5,6,6,6,4,5,33,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,just looking and reading,1,1,1,No,1,pass,eligible,2.5714285714285716,4.875,5,6.333333333333333,4.833333333333333,5.428571428571429,0
R_2zioA4kV8k1fKjb,445ca838,0,2018-11-26T04:58:21Z,2018-11-26T05:12:12Z,1,f3060e4d,Plenty of Fish,-1,5,5,4,6,5,5,4,5,5,5,6,5,6,5,4,pof,20,2,2,10,6,6,5,9,8,6,2,7,1,8,9,4,4,4,4,6,7,8,8,5,5,5,5,5,5,5,5,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,1,noticing undesierable traits of people,1,1,1,NA,1,pass,eligible,4.857142857142857,5.125,5.666666666666667,6.333333333333333,4.666666666666667,5,1
R_1CBYZfbbgBLDatL,808d16df,0,2018-11-26T04:53:58Z,2018-11-26T05:16:05Z,1,ce82209d,"Plenty of Fish, Tinder",1,6,6,2,4,4,5,5,5,7,6,3,3,5,4,4,pof,5,3,2,10,7,7,5,9,9,7,1,7,1,10,10,4,4,5,4,5,7,9,8,7,6,7,6,7,7,5,5,32,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,Looking at profiles that had desirable traits.,1,1,1,NA,1,pass,eligible,4.571428571428571,4.625,6.333333333333333,7,4.833333333333333,6.428571428571429,0
R_2D18CkUrjcfPnrf,6328f450,0,2018-11-26T05:05:34Z,2018-11-26T05:19:42Z,1,e3e15cbc,OkCupid,1,2,2,2,2,5,2,2,6,6,5,6,5,5,7,5,okc,12,2,2,10,6,5,5,10,10,7,2,7,1,10,10,4,4,6,6,7,10,10,10,7,7,7,7,7,7,7,7,23,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,looked for positive features/qualities,1,1,1,NA,1,pass,eligible,2.4285714285714284,5.625,5.333333333333333,6.666666666666667,6.666666666666667,7,0
R_TgRvPeOfMV63zln,f5f03146,0,2018-11-26T05:08:03Z,2018-11-26T05:32:00Z,1,8799f86f,"Plenty of Fish, Tinder",-1,2,2,6,6,6,2,2,6,6,6,6,6,6,6,6,pof,12,0,2,10,6,6,6,9,9,6,2,6,2,9,9,5,6,6,6,6,7,7,7,2,2,3,3,3,2,2,2,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,find unattractive traits,1,1,1,NA,1,pass,eligible,3.7142857142857144,6,6,6,5,2.4285714285714284,0
R_2EzLzBUJmQ6pF6w,2e28ba7f,0,2018-11-26T05:34:35Z,2018-11-26T05:52:28Z,1,4301d2d8,"OkCupid, Plenty of Fish",1,2,2,2,6,3,2,2,6,3,5,6,6,6,7,5,okc,6,2,5,10,6,5,2,10,9,5,2,6,1,9,10,5,4,6,5,6,9,9,9,6,6,6,6,6,6,5,6,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Looking for positive traits,1,1,1,NA,1,fail,ineligible,2.7142857142857144,5.5,4.333333333333333,6,5.833333333333333,6,0
R_268BG3HPGm6wSjs,daa54d95,0,2018-11-26T05:36:53Z,2018-11-26T06:00:04Z,1,3c29fb80,Plenty of Fish,-1,1,3,7,4,7,1,7,7,7,7,7,7,1,7,7,okc,8,6,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,7,7,7,10,10,10,7,7,7,7,7,7,7,7,46,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Attractiveness of the picture,1,1,1,NA,1,pass,eligible,4.285714285714286,6.25,7,7,7,7,0
